objectid,bevoegd_gezag_nummer,brin_nummer,vestigingsnummer,vestigingsnaam,denominatie,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_3_jaar,lftd_4_jaar,lftd_5_jaar,lftd_6_jaar,lftd_7_jaar,lftd_8_jaar,lftd_9_jaar,lftd_10_jaar,lftd_11_jaar,lftd_12_jaar,lftd_13_jaar,lftd_14_jaar
90,40999,06QH,06QH00,Rooms Katholieke Basisschool De Banier,Rooms-Katholiek,De Blokken,16,7894CL,ZWARTEMEER,114,EMMEN,Drenthe,GGD Drenthe,www.banier-skod.nl,266757,527221,pc6,,178,0,31,21,17,22,17,11,31,26,2,0,0
91,40999,06SI,06SI00,Rooms Katholieke Basisschool Sint Theresia,Rooms-Katholiek,Postweg,131,7884PJ,BARGER-COMPASCUUM,114,EMMEN,Drenthe,GGD Drenthe,www.sttheresia-skod.nl,266620,531026,pc6hnrgeentoev,,143,0,19,11,13,21,17,18,19,23,2,0,0
92,40999,06YD,06YD00,De Hoeksteen,Rooms-Katholiek,Hoofdkanaal OZ,86,7881CN,EMMER-COMPASCUUM,114,EMMEN,Drenthe,GGD Drenthe,www.dehoeksteen-skod.nl,267752,538094,pc6hnrgeentoev,,106,0,5,11,8,13,13,29,8,15,4,0,0
93,40999,08VC,08VC00,Rooms Katholieke Basisschool De Brummelbos,Rooms-Katholiek,Omhaal,33,7887CD,ERICA,114,EMMEN,Drenthe,GGD Drenthe,www.debrummelbos-skod.nl,259138,526416,pc6hnrgeentoev,,260,0,21,22,37,30,35,43,30,29,13,0,0
94,40999,09OB,09OB00,Kardinaal Alfrink-School,Rooms-Katholiek,Geuzingerbrink,74,7812NX,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.kardinaalalfrinkschool-skod.nl,256106,531948,pc6hnrgeentoev,,304,0,45,37,43,36,38,30,33,33,9,0,0
95,40999,10YR,10YR00,St Henricus-School,Rooms-Katholiek,Jhr M W C de Jongestraat,26,7891KN,KLAZIENAVEEN,114,EMMEN,Drenthe,GGD Drenthe,www.henricusschool-skod.nl,263488,527399,pc6hnrgeentoev,,196,0,29,22,28,23,23,20,32,14,5,0,0
96,40999,11CB,11CB00,Kristalla,Rooms-Katholiek,Laan van het Kinholt,576,7823HP,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.kristalla.nu,259893,534364,pc6hnrgeentoev,,101,0,14,10,11,10,8,12,10,24,2,0,0
97,40999,11MD,11MD00,Pastoor Middelkoopschool,Rooms-Katholiek,Meridiaan,154,7891EK,KLAZIENAVEEN,114,EMMEN,Drenthe,GGD Drenthe,www.pastoormiddelkoopschool-skod.nl,263422,528121,pc6hnrgeentoev,,158,0,15,15,15,18,19,24,18,30,4,0,0
98,40999,21PU,21PU00,Rooms Katholieke Basisschool De Diedeldoorn,Rooms-Katholiek,Boskraai,76,7827JV,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.diedeldoorn-skod.nl,256782,530130,pc6hnrgeentoev,,182,0,14,14,25,15,22,20,37,31,4,0,0
99,41025,03HR,03HR00,Gereformeerd Basisschool De Cirkel,Gereformeerd vrijgemaakt,Prins Bernhardstraat,11,9402AR,ASSEN,106,ASSEN,Drenthe,GGD Drenthe,www.vgponn.nl,233674,557630,pc6hnrgeentoev,,207,0,28,27,28,21,21,21,28,28,5,0,0
100,41025,06EO,06EO00,GBS De Parel,Gereformeerd vrijgemaakt,Aletta Jacobsweg,78,9408AM,ASSEN,106,ASSEN,Drenthe,GGD Drenthe,www.vgponn.nl,230055,557934,pc6hnrgeentoev,,218,0,32,32,22,27,30,21,28,25,1,0,0
101,41025,06EY,06EY00,Gereformeerde Basisschool De Lichtkring,Gereformeerd vrijgemaakt,Larikslaan,2,9471RM,ZUIDLAREN,1730,TYNAARLO,Drenthe,GGD Drenthe,www.lichtkring.vgponn.nl,240800,567268,pc6hnrgeentoev,,91,0,11,11,8,12,8,15,10,16,0,0,0
102,41025,29XN,29XN00,Gereformeerde Basisschool De Driesprong,Gereformeerd vrijgemaakt,Martin Luther Kingweg,46,9403PA,ASSEN,106,ASSEN,Drenthe,GGD Drenthe,                                                                                ,235069,559309,pc6hnrgeentoev,,288,0,31,28,33,38,40,44,31,42,1,0,0
103,41052,03LC,03LC00,Christelijke Basisschool De Fontein,Protestants-Christelijk,Westrupstraat,10,7841AZ,SLEEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.fonteinsleen.nl,250394,532127,pc6hnrgeentoev,,92,0,4,12,4,16,10,13,14,17,2,0,0
104,41052,04TY,04TY00,Protestants Christelijk Basisschool Rehoboth,Protestants-Christelijk,Dorpsstraat,82,7863PD,GEES,109,COEVORDEN,Drenthe,GGD Drenthe,www.rehobothgees.nl,242627,529086,pc6hnrgeentoev,,39,0,3,2,5,3,4,8,3,10,1,0,0
105,41052,05KZ,05KZ00,Christelijke Basisschool De Kiel,Protestants-Christelijk,Rolderstraat,18,7849PC,DE KIEL,109,COEVORDEN,Drenthe,GGD Drenthe,www.cbsdekiel.nl,246591,542506,pc6hnrgeentoev,,47,0,4,5,7,7,7,5,5,7,0,0,0
106,41052,05OD,05OD00,Protestants Christelijk Basisschool De Wegwijzer,Protestants-Christelijk,Schoolweg,2,7917PX,GEESBRUG,109,COEVORDEN,Drenthe,GGD Drenthe,www.wegwijzergeesbrug.nl,238092,526913,pc6hnrgeentoev,,57,0,8,8,3,8,6,8,7,8,1,0,0
107,41052,06ZY,06ZY00,Christelijke Basisschool de Schutse,Protestants-Christelijk,Paardelandsdrift,9,7854PR,AALDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.cbsdeschutse.nl,244397,534777,pc6hnrgeentoev,,62,0,1,6,7,8,6,11,10,10,3,0,0
108,41052,07WO,07WO00,Christelijke Basisschool De Slagkrooie,Protestants-Christelijk,Ringstraat,22,7848BW,SCHOONOORD,109,COEVORDEN,Drenthe,GGD Drenthe,www.cbsdeslagkrooie.nl,246871,540827,pc6hnrgeentoev,,74,0,4,8,9,5,10,11,13,12,2,0,0
109,41052,08CT,08CT00,Willem Alexanderschool,Protestants-Christelijk,Oranjestraat,2,7753TK,DALERPEEL,109,COEVORDEN,Drenthe,GGD Drenthe,www.waschooldp.nl,241171,522104,pc6hnrgeentoev,,74,0,11,5,7,11,8,18,4,7,3,0,0
110,41052,10YA,10YA00,Mijndert van der Thynenschool,Protestants-Christelijk,Dr Picardtlaan,5,7741CT,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.mvdthijnenschool.nl,246961,520966,pc6hnrgeentoev,,70,0,6,10,8,9,10,6,9,9,3,0,0
111,41052,11LS,11LS00,Paul Krugerschool,Protestants-Christelijk,van Heutszsingel,9,7741ER,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.paulkrugerschool.nl,246352,520473,pc6hnrgeentoev,,165,0,19,19,16,20,22,20,22,27,0,0,0
112,41052,11WZ,11WZ00,Dr. Picardtschool,Protestants-Christelijk,van Pallandtlaan,7,7742WJ,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.drpicardt.nl,247652,520434,pc6hnrgeentoev,,193,0,18,15,28,13,26,27,28,30,8,0,0
113,41168,06EP,06EP00,Johannes Calvijnschool,Gereformeerd vrijgemaakt,Emmastraat,43,7941HN,MEPPEL,119,MEPPEL,Drenthe,GGD Drenthe,www.calvijnschoolmeppel.nl,209628,523260,pc6hnrgeentoev,,151,0,18,18,24,22,15,19,21,12,2,0,0
114,41168,15BQ,15BQ00,Gereformeerde Basisschool Johannes Calvyn,Gereformeerd vrijgemaakt,Beukemastraat,44,7906AN,HOOGEVEEN,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.johannescalvijn.nl,228864,526076,pc6hnrgeentoev,,170,0,20,27,25,15,24,22,24,13,0,0,0
115,41196,04VK,04VK00,Christelijke Basisschool De Wel,Protestants-Christelijk,Burg. Haitsmalaan,7,7948AE,NIJEVEEN,119,MEPPEL,Drenthe,GGD Drenthe,www.cbsdewel.nl,207631,527192,pc6hnrgeentoev,,210,0,30,20,20,32,24,33,21,26,4,0,0
116,41196,05NN,05NN00,Christelijke Basisschool De Fontein,Protestants-Christelijk,Leggeloo,31-B,7991PW,DWINGELOO,1701,WESTERVELD,Drenthe,GGD Drenthe,www.cbsdefonteindwingeloo.nl,220658,540748,pc6hnr,,60,0,4,7,8,7,9,7,7,9,2,0,0
117,41196,05RN,05RN00,Protestants Christelijke Basisschool Nyensleek,Protestants-Christelijk,Hoofdweg,136,8383EK,NIJENSLEEK,1701,WESTERVELD,Drenthe,GGD Drenthe,www.debroncbs.nl,206674,538375,pc6hnrgeentoev,,84,0,5,7,7,10,13,11,15,9,7,0,0
118,41196,05SE,05SE00,School met de Bijbel De Akker,Protestants-Christelijk,Hoogeveenseweg,28,7933PG,PESSE,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.deakkerpesse.nl,227540,530489,pc6hnrgeentoev,,157,0,19,12,12,24,19,20,24,19,8,0,0
119,41196,05SX,05SX00,Protestants Christelijke Basisschool De Arendsvleugel,Protestants-Christelijk,Bleekhof,2,7961AW,RUINERWOLD,1690,DE WOLDEN,Drenthe,GGD Drenthe,www.cbsdearendsvleugel.nl,213270,526260,pc6hnrgeentoev,,78,0,8,4,10,7,12,13,13,10,1,0,0
120,41196,07LB,07LB00,Basisschool Roosjen,Protestants-Christelijk,Hoofdstraat,23,7981AC,DIEVER,1701,WESTERVELD,Drenthe,GGD Drenthe,www.roosjenschool.nl,217536,541589,pc6hnrgeentoev,,80,0,9,6,10,6,12,9,11,16,1,0,0
121,41196,08AQ,08AQ00,Basisschool Harm Vonck,Protestants-Christelijk,Berghuizen,15,7961LS,RUINERWOLD,1690,DE WOLDEN,Drenthe,GGD Drenthe,www.harmvonckschool.nl,215970,525533,pc6hnrgeentoev,,32,0,1,5,2,3,4,8,4,3,2,0,0
122,41196,08PR,08PR00,Prins Johan Frisoschool voor Christelijk Basisonderwijs,Protestants-Christelijk,Prinses Christinalaan,8,7958SK,KOEKANGE,1690,DE WOLDEN,Drenthe,GGD Drenthe,www.johanfrisoschool.nl,217879,524131,pc6hnrgeentoev,,74,0,8,5,8,8,8,12,11,12,2,0,0
123,41196,09NT,09NT00,Protestants Christelijke School De Heidevlinder,Protestants-Christelijk,Heidelaan,1,7921EA,ZUIDWOLDE DR,1690,DE WOLDEN,Drenthe,GGD Drenthe,www.cbsdeheidevlinder.nl,225847,521321,pc6hnrgeentoev,,232,0,26,18,19,31,25,29,42,31,11,0,0
124,41425,04PP,04PP00,Christelijke Basisschool De Regenboog,Protestants-Christelijk,Jan Naardingweg,56,7914PN,NOORDSCHESCHUT,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.binnenplein.nl,232763,526962,pc6hnrgeentoev,,203,0,18,23,17,28,14,40,28,33,2,0,0
125,41425,04PY,04PY00,Protestants Christelijke Basisschool De Hoeksteen,Protestants-Christelijk,Hoogeveensche Vaart,34,7912TB,NIEUWEROORD,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.hoeksteen-nieuweroord.nl,234489,527077,pc6hnrgeentoev,,100,0,16,9,11,11,12,13,15,11,2,0,0
126,41425,06RS,06RS00,Prot Chr Basisschool,Protestants-Christelijk,Julianalaan,3,7918AH,NIEUWLANDE,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.de-hoeksteen-nieuwlande.nl,237806,523987,pc6hnrgeentoev,,111,0,12,15,16,10,11,14,14,17,2,0,0
127,41425,10IY,10IY00,Protestants Christelijke Basisschool De Palm,Protestants-Christelijk,Langewijk,110,7916PT,ELIM,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.depalm.elim-drenthe.nl,235749,522006,pc6hnrgeentoev,,158,0,19,20,12,20,19,24,20,20,4,0,0
128,41486,03WU,03WU00,Basisschool De Wegwijzer,Protestants-Christelijk,Harm Tiesingstraat,74,9571AZ,2E EXLOERMOND,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.cbsdewegwijzer.com,258253,547180,pc6hnrgeentoev,,91,0,8,20,8,11,11,11,11,8,3,0,0
129,41486,04LY,04LY00,Christelijke Basisschool De Borgh,Protestants-Christelijk,Schultestraat,1,9531GR,BORGER,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.cbsdeborgh.nl,249811,549365,pc6hnrgeentoev,,128,0,13,21,9,14,13,14,23,18,3,0,0
130,41486,05NQ,05NQ00,Menso Altingschool,Protestants-Christelijk,Brinkhovenlaan,3-B,9765BH,PATERSWOLDE,1730,TYNAARLO,Drenthe,GGD Drenthe,www.cbs-mensoalting.nl,234062,574340,pc6hnr,,257,0,53,34,31,35,26,31,26,17,4,0,0
131,41486,05OC,05OC00,Christelijke Daltonschool 't Kompas,Protestants-Christelijk,Ceresstraat,6,9514CA,GASSELTERNIJVEEN,1680,AA EN HUNZE,Drenthe,GGD Drenthe,www.cdskompas.nl,253443,556753,pc6hnrgeentoev,,113,0,15,15,8,13,12,18,9,22,1,0,0
132,41486,05RC,05RC00,Christelijke Basisschool De Klister,Protestants-Christelijk,Noorderdiep,123,9521BC,NIEUW-BUINEN,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.cbsdeklister.nl,260282,554526,pc6hnrgeentoev,,300,0,34,31,40,37,33,33,48,37,7,0,0
133,41486,05RD,05RD00,Protestants Christelijk Basisonderwijs Nieuw Buinen,Protestants-Christelijk,Zuiderdiep,159,9521AD,NIEUW-BUINEN,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.school59.nl,256829,551812,pc6hnrgeentoev,,43,0,7,5,5,6,6,4,4,5,1,0,0
134,41486,07NN,07NN00,Christelijke Basisschool De Holtenhoek,Protestants-Christelijk,Holtenweg,5,9481CN,VRIES,1730,TYNAARLO,Drenthe,GGD Drenthe,www.deholtenhoek.nl,234501,566095,pc6hnrgeentoev,,111,0,11,14,17,14,11,14,11,16,3,0,0
135,41486,10IL,10IL00,Het Stroomdal,Protestants-Christelijk,Esdoornlaan,1,9471SH,ZUIDLAREN,1730,TYNAARLO,Drenthe,GGD Drenthe,www.stroomdal.nl,240634,567095,pc6hnrgeentoev,,106,0,11,8,23,10,9,12,17,12,4,0,0
136,41486,10YQ,10YQ00,Jong Laren,Protestants-Christelijk,Ludinge,6,9471JD,ZUIDLAREN,1730,TYNAARLO,Drenthe,GGD Drenthe,www.jonglaren.nl,240566,567959,pc6hnrgeentoev,,133,0,15,15,8,24,17,14,24,13,3,0,0
137,41486,14ZS,14ZS00,Rehoboth Basisschool,Protestants-Christelijk,Rooilaan,154,7876GW,VALTHERMOND,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.rehoboth-school.nl,260314,544382,pc6hnrgeentoev,,114,0,14,14,11,17,17,12,14,11,4,0,0
138,41486,21QU,21QU00,De Tol,Protestants-Christelijk,De Hilde,1,9472WH,ZUIDLAREN,1730,TYNAARLO,Drenthe,GGD Drenthe,www.cbsdetol.nl,242616,566483,pc6hnrgeentoev,,254,0,34,28,27,31,36,32,34,28,4,0,0
139,41551,03RZ,03RZ00,Christelijke Nationale Basisschool De Bron,Protestants-Christelijk,Ganzenroer,2,7833GH,NIEUW-AMSTERDAM,114,EMMEN,Drenthe,GGD Drenthe,www.cbs-debron.nl,254176,526239,pc6hnrgeentoev,,272,0,26,37,37,32,28,24,38,46,4,0,0
140,41551,04LL,04LL00,'t Twiespan,Protestants-Christelijk,Vredenveld,78,7824CJ,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.twiespan.nl,258625,533817,pc6hnrgeentoev,,164,0,25,19,23,21,17,17,25,15,2,0,0
141,41551,04RO,04RO00,Christelijke Basisschool De Praom,Protestants-Christelijk,De Zwaai,2,7894DJ,ZWARTEMEER,114,EMMEN,Drenthe,GGD Drenthe,www.praom.nl,266644,526930,pc6hnrgeentoev,,76,0,5,7,12,6,6,21,7,11,1,0,0
142,41551,04UJ,04UJ00,Christelijke Basisschool De Hille,Protestants-Christelijk,Pastoor Vroomstraat,26,7884RD,BARGER-COMPASCUUM,114,EMMEN,Drenthe,GGD Drenthe,                                                                                ,266454,530834,pc6hnrgeentoev,,35,0,4,4,3,6,1,5,6,5,1,0,0
143,41551,04WD,04WD00,Protestants Christelijke Basisschool Willem Alexander,Protestants-Christelijk,Verlengde Vaart NZ,37,7887EE,ERICA,114,EMMEN,Drenthe,GGD Drenthe,www.willemalexandererica.nl,258640,525934,pc6hnrgeentoev,,59,0,6,4,4,4,8,8,14,10,1,0,0
144,41551,04XB,04XB00,Basisschool De Bentetop,Protestants-Christelijk,Weerdingerkanaal ZZ,163,7831AK,NIEUW-WEERDINGE,114,EMMEN,Drenthe,GGD Drenthe,www.bentetop.nl,262915,542366,pc6hnrgeentoev,,155,0,17,15,18,21,14,26,22,20,2,0,0
145,41551,05KS,05KS00,Christelijke Basisschool De Bark,Protestants-Christelijk,Hoofdstraat,86,7872PL,VALTHE,1681,BORGER-ODOORN,Drenthe,GGD Drenthe,www.cbsdebark.nl,256693,540814,pc6hnrgeentoev,,31,0,3,0,5,3,3,4,4,9,0,0,0
146,41551,05KX,05KX00,cb de Zwaluw,Protestants-Christelijk,Zandpolstraat,9,7764AK,ZANDPOL,114,EMMEN,Drenthe,GGD Drenthe,www.cbdezwaluw.nl,254934,523896,pc6hnrgeentoev,,38,0,3,6,2,4,6,6,5,5,1,0,0
147,41551,05KY,05KY00,Christelijke Basisschool De Kienstobbe,Protestants-Christelijk,Dordseweg,68,7765AD,WEITEVEEN,114,EMMEN,Drenthe,GGD Drenthe,www.kienstobbe.nl,262379,521671,pc6hnrgeentoev,,28,0,0,2,2,2,3,6,8,2,2,1,0
148,41551,06KW,06KW00,Het Anker Protestants Christelijke Jenaplanschool,Protestants-Christelijk,Distelvink,107,7827DD,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.hetankeremmen.nl,256879,530202,pc6hnrgeentoev,,130,0,10,10,14,15,17,20,25,18,1,0,0
149,41551,07NY,07NY00,Groen van Prinstererschool,Protestants-Christelijk,Dr. H. Blinkstraat,5,7815VH,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,                                                                                ,256781,535620,pc6hnrgeentoev,,245,0,26,34,32,25,28,37,25,37,1,0,0
150,41551,07OY,07OY00,Christelijk Basisschool De Oliebron,Protestants-Christelijk,Europaweg,145,7761AC,SCHOONEBEEK,114,EMMEN,Drenthe,GGD Drenthe,www.cbdeoliebron.nl,255868,520630,pc6hnrgeentoev,,219,0,30,32,23,24,28,25,30,25,2,0,0
151,41551,11CZ,11CZ00,Het Palet,Protestants-Christelijk,Geuzingerbrink,70,7812NX,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.cbshetpalet.nl,255980,531920,pc6hnrgeentoev,,180,0,20,21,30,17,23,22,19,25,3,0,0
152,41551,11XJ,11XJ00,Protestants Christelijke Basisschool de Triangel,Protestants-Christelijk,Kanaal A NZ,191,7881KS,EMMER-COMPASCUUM,114,EMMEN,Drenthe,GGD Drenthe,www.cbs-detriangel.nl,264291,536848,pc6hnrgeentoev,,118,0,14,9,14,19,16,21,10,14,1,0,0
153,41551,11XM,11XM00,De Brug,Protestants-Christelijk,Derksweg,264,7891PR,KLAZIENAVEEN,114,EMMEN,Drenthe,GGD Drenthe,www.cbdebrug.nl,262840,527448,pc6hnrgeentoev,,251,0,30,25,29,31,40,24,40,29,3,0,0
154,41551,12GT,12GT00,Basisschool Braakhekke,Protestants-Christelijk,Spoel,19,7881BH,EMMER-COMPASCUUM,114,EMMEN,Drenthe,GGD Drenthe,                                                                                ,266726,537420,pc6hnrgeentoev,,99,0,13,13,11,12,11,15,9,12,3,0,0
155,41551,12GW,12GW00,De Kap,Protestants-Christelijk,De Kap,14,7891LX,KLAZIENAVEEN,114,EMMEN,Drenthe,GGD Drenthe,                                                                                ,263205,527267,pc6hnrgeentoev,,150,0,17,16,19,14,17,22,21,21,3,0,0
156,41551,21PT,21PT00,De Regenboog Protestants Christelijk Jenaplan School voor Basisonderwijs,Protestants-Christelijk,Zwaluwenveld,102,7827PM,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.regenboogemmen.nl,255761,529981,pc6hnrgeentoev,,133,0,10,12,19,17,20,16,17,21,1,0,0
157,41571,09NQ,09NQ00,De Haven,Protestants-Christelijk,Kanaalstraat,38,9301LT,RODEN,1699,NOORDENVELD,Drenthe,GGD Drenthe,www.haven.pentaprimair.nl,224919,573160,pc6hnrgeentoev,,53,0,6,5,3,7,9,7,4,11,1,0,0
158,41571,10ID,10ID00,De Woldzoom,Protestants-Christelijk,Dreesdestraat,40,9301GG,RODEN,1699,NOORDENVELD,Drenthe,GGD Drenthe,                                                                                ,223809,572806,pc6hnrgeentoev,,144,0,15,17,12,23,14,22,15,22,4,0,0
159,41571,10YO,10YO00,De Hoeksteen,Protestants-Christelijk,Slangenborg,1,9301VC,RODEN,1699,NOORDENVELD,Drenthe,GGD Drenthe,hoeksteen.pentaprimair.nl,223315,572630,pc6hnrgeentoev,,229,0,27,26,29,30,28,29,30,23,7,0,0
160,41624,06MY,06MY00,Basisschool De Rank,Gereformeerd vrijgemaakt,Hagedoorn,2,7822CC,EMMEN,114,EMMEN,Drenthe,GGD Drenthe,www.gbsderankemmen.nl,257294,535295,pc6hnrgeentoev,,97,0,12,9,12,19,8,9,13,13,2,0,0
161,41629,04HW,04HW00,Basisschool Commissaris Gaarlandt,Openbaar,Rembrandtstraat,2,7948AW,NIJEVEEN,119,MEPPEL,Drenthe,GGD Drenthe,www.obscommissarisgaarlandt.nl/,207634,527601,pc6hnrgeentoev,,233,0,21,21,25,37,42,19,39,26,3,0,0
162,41629,12TP,12TP00,0penbare Basisschool Oosterboerschool,Openbaar,K.P.-laan,22,7943CV,MEPPEL,119,MEPPEL,Drenthe,GGD Drenthe,www.oosterboerschool.nl,211139,523417,pc6,,168,0,26,21,13,8,19,22,27,25,7,0,0
163,41629,13AA,13AA00,OBS Sprinkels,Openbaar,Adriaen van Ostadestraat,61,7944XX,MEPPEL,119,MEPPEL,Drenthe,GGD Drenthe,www.obssprinkels.nl,209044,522515,pc6hnrgeentoev,,475,0,61,50,60,67,68,51,49,58,10,1,0
164,41629,13PS,13PS00,Openbare Basisschool De Woldstroom,Openbaar,Woldkade,1-A,7942AH,MEPPEL,119,MEPPEL,Drenthe,GGD Drenthe,www.obsdewoldstroom.nl,209441,524110,pc6hnrtoev,,274,0,31,34,43,23,32,33,32,33,11,2,0
165,41629,13TT,13TT00,Openbare Basisschool de Tolter,Openbaar,Engelgaarde,33,7943LD,MEPPEL,119,MEPPEL,Drenthe,GGD Drenthe,                                                                                ,211473,523688,pc6hnrgeentoev,,233,0,19,25,24,25,31,34,29,39,7,0,0
166,41630,03EJ,03EJ00,De Smeltkroes,Openbaar,Brugstraat,22,7852TJ,WEZUP,109,COEVORDEN,Drenthe,GGD Drenthe,                                                                                ,244519,538202,pc6hnrgeentoev,,34,0,6,10,3,3,4,5,2,1,0,0,0
167,41630,06BR,06BR00,Openbare Basisschool De Anwende,Openbaar,Paardelandsdrift,5,7854PR,AALDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.anwende.nl,244441,534748,pc6hnrgeentoev,,231,0,26,23,19,37,28,31,34,30,3,0,0
168,41630,09HH,09HH00,Basisschool De Akker,Openbaar,Oldenhoffstraat,5,7841AJ,SLEEN,109,COEVORDEN,Drenthe,GGD Drenthe,                                                                                ,250314,532091,pc6hnrgeentoev,,119,0,9,13,16,11,19,10,16,23,2,0,0
169,41630,10CY,10CY00,Basisschool De Vlinderhof,Openbaar,Odoornerweg,8,7846TA,NOORD-SLEEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.obsdevlinderhof.nl,250513,535353,pc6hnrgeentoev,,85,0,4,7,10,11,9,12,17,12,3,0,0
170,41630,11IS,11IS00,Burgemeester van Royenschool,Openbaar,Sportparklaan,20,7848BB,SCHOONOORD,109,COEVORDEN,Drenthe,GGD Drenthe,www.vanroyenschool.nl,247168,540214,pc6hnrgeentoev,,125,0,8,14,18,16,12,15,20,19,3,0,0
171,41630,11UG,11UG00,Basisschool Erm,Openbaar,Bakkersteeg,1,7843PX,ERM,109,COEVORDEN,Drenthe,GGD Drenthe,www.depiramide-erm.nl,251408,530280,pc6hnrgeentoev,,42,0,3,4,7,4,6,8,5,3,2,0,0
172,41630,18NC,18NC00,Burg Wessels Boerschool,Openbaar,Molenwijk,4,7751CG,DALEN,109,COEVORDEN,Drenthe,GGD Drenthe,                                                                                ,247446,524512,pc6hnrgeentoev,,386,0,37,49,49,43,52,52,53,48,3,0,0
173,41630,18OE,18OE00,Openbare Basisschool De Zwarm,Openbaar,Coevorderstraatweg,6,7917PR,GEESBRUG,109,COEVORDEN,Drenthe,GGD Drenthe,www.dezwarm.nl,239079,527479,pc6hnrgeentoev,,62,0,7,5,12,8,4,5,8,8,5,0,0
174,41630,18OH,18OH00,Marke-School,Openbaar,Middendorp,32,7754MB,WACHTUM,109,COEVORDEN,Drenthe,GGD Drenthe,www.markeschool.nl,247214,527098,pc6hnrgeentoev,,31,0,6,2,6,4,4,3,5,1,0,0,0
175,41630,18OQ,18OQ00,Opebare Basisschool Wilhelmina-School,Openbaar,van Ewijcklaan,8,7741VX,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,                                                                                ,246833,521385,pc6hnrgeentoev,,63,0,5,8,4,7,4,12,8,10,5,0,0
176,41630,18PP,18PP00,Stidal-School,Openbaar,Hoofdstraat,144,7755NN,DALERVEEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.stidalschool.nl,251092,523611,pc6hnrgeentoev,,63,0,5,10,7,5,7,10,10,7,2,0,0
177,41630,18PV,18PV00,Openbare Basisschool Buitenvree,Openbaar,van Pallandtlaan,5,7742WJ,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.obsbuitenvree.nl,247637,520391,pc6hnrgeentoev,,215,0,24,17,19,22,22,38,39,26,8,0,0
178,41630,18QQ,18QQ00,Openbare Basisschool De Klimop,Openbaar,Wethouder H Euvingstraat,6,7863PM,GEES,109,COEVORDEN,Drenthe,GGD Drenthe,www.obsdeklimop.nl,243118,529532,pc6hnrgeentoev,,44,0,4,5,4,8,4,6,5,7,1,0,0
179,41630,18QW,18QW00,Parkschool voor Openbare Basisschool,Openbaar,van Heutszpark,18,7741CV,COEVORDEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.parkschool.nl,246719,520570,pc6hnrgeentoev,,322,0,49,41,43,31,39,37,37,38,7,0,0
180,41630,18RQ,18RQ00,Obs De Woert,Openbaar,Beatrixlaan,25,7861AG,OOSTERHESSELEN,109,COEVORDEN,Drenthe,GGD Drenthe,www.obsdewoert.nl,245127,531128,pc6hnrgeentoev,,148,0,15,15,8,21,22,21,25,21,0,0,0
181,41803,23DR,23DR00,Basisschool Eben Haezer,Reformatorisch,Eenendertigste Wijk-N,1,7913AA,HOLLANDSCHEVELD,118,HOOGEVEEN,Drenthe,GGD Drenthe,www.ebenhaezer-school.nl,232818,526260,pc6hnrgeentoev,,143,0,17,11,21,15,22,13,19,23,2,0,0
182,41812,07GE,07GE00,Openbare Basisschool De Meenthe,Openbaar,Witterweg,26-B,9421PG,BOVENSMILDE,1731,MIDDEN-DRENTHE,Drenthe,GGD Drenthe,www.de-meenthe.nl,228410,554638,pc6hnrtoev,,128,0,23,19,19,15,12,5,15,16,4,0,0
